ID,Title,Genres,movieId,tmdbId,Overview,Keyword,Network
219,"Cure, The (1995)",Drama,219.0,6715.0,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.","aids, mississippi river, minnesota, male friendship, hiv, sick child",Universal Pictures
220,Castle Freak (1995),Horror,220.0,18256.0,"John Reilly discovers that his family's newly inherited castle in Italy is haunted by a relentless, bloodthirsty creature.","child abuse, monster, haunted house, castle, sexual violence, inheritance, car accident, cannibal, death, estranged wife, blindness, voyeurism, infanticide, blind woman, death of a child, low budget, lovecraftian",Full Moon Entertainment
222,Circle of Friends (1995),Drama|Romance,222.0,22625.0,"Three girlhood friends now at college share first loves, first kisses and first betrayals. At the center of it all is the best-looking boy on campus. Can a self-conscious dreamer hook the biggest fish in the pond?","college, forbidden love, moral conflict, childhood friends, 1950s",The Rank Organisation
223,Clerks (1994),Comedy,223.0,2292.0,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.","salesclerk, work, new jersey, loser, male friendship, junk food, black and white, video store, aftercreditsstinger, day in a life, workplace comedy, convenience store, wry",View Askew Productions
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,224.0,1909.0,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.","sex addiction, love, mental institution, patient, psychiatrist, don juan",American Zoetrope
225,Disclosure (1994),Drama|Thriller,225.0,8984.0,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.","based on novel or book, seattle, washington, employee, workplace, sexual harassment, intrigue, erotic thriller, computer technology",Baltimore Pictures
227,Drop Zone (1994),Action,227.0,4954.0,"A daring prison break from an airliner at 30,000 feet leaves U.S. Marshal Pete Nessip mourning a brother and gunning for revenge. After being ordered to turn in his badge, he seeks out Jessie Crossman, a noted skydiver, and offers to sponsor her crew for the annual Independence Day parachuting show in Washington, D.C., if she trains him. Meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on Independence Day.","florida, washington dc, usa, miami, florida, extreme sports, training, emergency landing, u.s. marshal, tragedy, airplane hijacking, skydiving, break in, federal agent, fourth of july, escaped prisoner, criminal gang, dea, prison break, loss of brother, revenge thriller, prisoner transport, airplane passenger, crazy, former agent, prisoner escort, robbery crew, skydiving school, skydiving instructor, skydiving team",Paramount Pictures
228,Destiny Turns on the Radio (1995),Comedy,228.0,62488.0,"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?","heist, expectant father",Rysher Entertainment
229,Death and the Maiden (1994),Drama|Thriller,229.0,10531.0,A political activist is convinced that her guest is a man who once tortured her for the government.,"married couple, based on play or musical, chile, pinochet regime, revenge, doctor, torture, humiliation",Capitol Films
230,Dolores Claiborne (1994),Drama|Thriller,230.0,11929.0,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.","depression, child abuse, island, based on novel or book, detective, suspicion of murder, abusive father, melancholy, dysfunctional family, lawsuit, alcoholism, murder, maine, domestic violence, reporter, maid, anger, alcoholic father, macabre, angry, accident, abusive husband, anti-depressant, bank account, antagonistic, awestruck",Castle Rock Entertainment
231,Dumb & Dumber (1994),Comedy,231.0,8467.0,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.","gas station, utah, motel, stupidity, cigar smoking, road trip, pill, prank, criminal, buddy, fired from the job, clumsiness, stepparent stepchild relationship, aspen colorado, parakeet, defecation, scooter, endangered species, foolish, laxative",New Line Cinema
232,Eat Drink Man Woman (1994),Comedy|Drama,232.0,10451.0,"Retired and widowed Chinese master chef Chu lives in modern day Taipei, with his three attractive daughters, all of whom are unattached. Soon, each daughter encounters a new man in their lives. When these new relationships blossom, stereotypes are broken and the living situation within the family changes.","daughter, cooking, sense of life, aging, taiwan, teacher, food, taiwanese, dating, family, chef, widower, taipei, father daughter relationship, sister sister relationship, chinese cuisine, sisters, gastronomia",Good Machine
233,Exotica (1994),Drama,233.0,20156.0,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's female owner. Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives.","eroticism, striptease, nightclub, pet shop, trauma, strip club, unhappiness, dancing girls, drama",Ego Film Arts
234,Exit to Eden (1994),Comedy,234.0,18395.0,"Photographer Elliot Slater has inadvertently snapped the only existing photos of elusive jewel thief Omar. When Elliot leaves for a private vacation on an S&M island, he is followed by Omar, Omar's partner, Nina, and undercover police officers Fred and Sheila. Unaware of the number of people chasing him, Elliot enjoys his stay at the resort, and finds himself falling in love with head dominatrix Lisa.","island, based on novel or book, smuggling (contraband), sexuality, romance, love, mistress, kinky, bdsm, detective comedy",Savoy Pictures
235,Ed Wood (1994),Comedy|Drama,235.0,522.0,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.","individual, taxi, fortune teller, transsexuality, transvestite, movie business, drug addiction, boxer, oddball, celebrity, morphine, los angeles, california, black and white, suburb, theremin, handgun, trick or treating, 1950s",Touchstone Pictures
236,French Kiss (1995),Comedy|Romance,236.0,397.0,"After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.","friendship, airport, countryside, paris, france, smuggling (contraband), in love with enemy, fear of flying, necklace, vineyard, deal, fiancé, break-up, cannes",PolyGram Filmed Entertainment
